genome.position,type,gene,start,end,Operon.ID,strand
3335164,CDS,Rv2978c,3335094,3335314,1942,-
3335748,Primary.TSS,Rv2979c,3335678,3335898,1942,-
3335960,CDS,Rv2980,3336154,3336374,1943,+
3337917,Primary.TSS,Rv2981c,3337847,3338067,1944,-
3338999,CDS,Rv2982c,3338929,3339149,1945,-
3339118,CDS,Rv2983,3338968,3339188,1946,+
3339854,CDS,Rv2984,3339858,3340078,1947,+
3342165,CDS,Rv2985,3342676,3342896,1948,+
3343861,Primary.TSS,Rv2986c,3343791,3344011,1949,-
3344629,CDS,Rv2987c,3344559,3344779,1950,-
3346148,Primary.TSS,Rv2988c,3346078,3346298,1950,-
3346147,Primary.TSS,Rv2989,3345997,3346217,1951,+
3347874,Primary.TSS,Rv2990c,3347804,3348024,1952,-
3347982,Primary.TSS,Rv2991,3347832,3348052,1953,+
3350277,CDS,Rv2992c,3350207,3350427,1954,-
3351071,Primary.TSS,Rv2993c,3351001,3351221,1954,-
3351269,Primary.TSS,Rv2994,3351119,3351339,1955,+
3353468,CDS,Rv2995c,3353398,3353618,1956,-
3355069,Primary.TSS,Rv2996c,3354999,3355219,1956,-
3355099,CDS,Rv2997,3354949,3355169,1957,+
3356815,CDS,Rv2998,3356783,3357003,1958,+
3357428,CDS,Rv2998A,3357358,3357578,1959,-
3357602,CDS,Rv2999,3357452,3357672,1960,+
3358612,CDS,Rv3000,3358462,3358682,1961,+
3360586,CDS,Rv3001c,3360516,3360736,1962,-
3361130,CDS,Rv3002c,3361060,3361280,1962,-
3363155,Primary.TSS,Rv3003c,3363085,3363305,1962,-
3363309,Primary.TSS,Rv3004,3363159,3363379,1963,+
3364533,Primary.TSS,Rv3005c,3364463,3364683,1964,-
3364709,Primary.TSS,Rv3006,3364559,3364779,1965,+
3366450,CDS,Rv3007c,3366380,3366600,1966,-
3366644,CDS,Rv3008,3366991,3367211,1967,+
3368793,Primary.TSS,Rv3009c,3368723,3368943,1968,-
3369854,Primary.TSS,Rv3010c,3369784,3370004,1968,-
3371434,CDS,Rv3011c,3371364,3371584,1969,-
3371730,Primary.TSS,Rv3012c,3371660,3371880,1969,-
3371815,CDS,Rv3013,3371665,3371885,1970,+
3374620,CDS,Rv3014c,3374550,3374770,1971,-
3375664,CDS,Rv3015c,3375594,3375814,1971,-
3375745,Primary.TSS,Rv3016,3375595,3375815,1972,+
3376852,CDS,Rv3017c,3376782,3377002,1973,-
3378415,CDS,Rv3018A,3378345,3378565,1974,-
3378243,CDS,Rv3018c,3378173,3378393,1975,-
3379001,CDS,Rv3019c,3378931,3379151,1976,-
3379329,CDS,Rv3020c,3379259,3379479,1976,-
3380490,Primary.TSS,Rv3021c,3380420,3380640,1977,-
3380993,CDS,Rv3022A,3380923,3381143,1978,-
3380682,CDS,Rv3022c,3380612,3380832,1979,-
3382622,CDS,Rv3023c,3382552,3382772,1979,-
3383888,CDS,Rv3024c,3383818,3384038,1980,-
3385069,Primary.TSS,Rv3025c,3384999,3385219,1980,-
3386077,CDS,Rv3026c,3386007,3386227,1981,-
3386814,CDS,Rv3027c,3386744,3386964,1981,-
3388031,CDS,Rv3028c,3387961,3388181,1982,-
3388945,Primary.TSS,Rv3029c,3388875,3389095,1982,-
3389097,Primary.TSS,Rv3030,3388947,3389167,1983,+
3389922,CDS,Rv3031,3389772,3389992,1983,+
3391534,CDS,Rv3032,3391384,3391604,1983,+
3393350,Primary.TSS,Rv3033,3393200,3393420,1984,+
3395035,Primary.TSS,Rv3034c,3394965,3395185,1985,-
3395101,Primary.TSS,Rv3035,3394951,3395171,1986,+
3397141,CDS,Rv3036c,3397071,3397291,1987,-
3398290,CDS,Rv3037c,3398220,3398440,1988,-
3399410,Primary.TSS,Rv3038c,3399340,3399560,1989,-
3400183,CDS,Rv3039c,3400113,3400333,1989,-
3401058,CDS,Rv3040c,3400988,3401208,1989,-
3402082,Primary.TSS,Rv3041c,3402012,3402232,1989,-
3403162,CDS,Rv3042c,3403092,3403312,1989,-
3404968,Primary.TSS,Rv3043c,3404898,3405118,1989,-
3405121,Primary.TSS,Rv3044,3404971,3405191,1990,+
3406242,Primary.TSS,Rv3045,3406092,3406312,1991,+
3407688,Primary.TSS,Rv3046c,3407618,3407838,1992,-
3408306,CDS,Rv3047c,3408236,3408456,1993,-
3409418,Primary.TSS,Rv3048c,3409348,3409568,1994,-
3411169,Primary.TSS,Rv3049c,3411099,3411319,1995,-
3411957,Primary.TSS,Rv3050c,3411887,3412107,1996,-
3414406,Primary.TSS,Rv3051c,3414336,3414556,1997,-
3414934,Primary.TSS,Rv3052c,3414864,3415084,1998,-
3415168,Primary.TSS,Rv3053c,3415098,3415318,1998,-
3415989,CDS,Rv3054c,3415919,3416139,1999,-
3416081,Primary.TSS,Rv3055,3415931,3416151,2000,+
3416705,CDS,Rv3056,3416555,3416775,2000,+
3418966,Primary.TSS,Rv3057c,3418896,3419116,2001,-
3419388,Primary.TSS,Rv3058c,3419318,3419538,2002,-
3419466,Primary.TSS,Rv3059,3419316,3419536,2003,+
3423213,CDS,Rv3060c,3423143,3423363,2004,-
3425477,Primary.TSS,Rv3061c,3425407,3425627,2005,-
3425499,Primary.TSS,Rv3062,3425349,3425569,2006,+
3427243,CDS,Rv3063,3428380,3428600,2007,+
3430250,CDS,Rv3064c,3430180,3430400,2008,-
3430361,Primary.TSS,Rv3065,3430211,3430431,2009,+
3430707,CDS,Rv3066,3430557,3430777,2009,+
3431293,Primary.TSS,Rv3067,3431143,3431363,2010,+
3433622,Primary.TSS,Rv3068c,3433552,3433772,2011,-
3433545,Primary.TSS,Rv3069,3433395,3433615,2012,+
3434087,CDS,Rv3070,3433937,3434157,2012,+
3434464,CDS,Rv3071,3434314,3434534,2012,+
3436322,CDS,Rv3072c,3436252,3436472,2013,-
3436685,Primary.TSS,Rv3073c,3436615,3436835,2013,-
3436779,CDS,Rv3074,3436629,3436849,2014,+
3439011,Primary.TSS,Rv3075c,3438941,3439161,2015,-
3439072,CDS,Rv3076,3438922,3439142,2016,+
3439541,CDS,Rv3077,3439391,3439611,2016,+
3441353,CDS,Rv3078,3441203,3441423,2016,+
3442597,CDS,Rv3079c,3442527,3442747,2017,-
3446041,Primary.TSS,Rv3080c,3445971,3446191,2018,-
3446012,Primary.TSS,Rv3081,3445862,3446082,2019,+
3448426,CDS,Rv3082c,3448356,3448576,2020,-
3448504,Primary.TSS,Rv3083,3448354,3448574,2021,+
3449997,CDS,Rv3084,3449847,3450067,2021,+
3450920,CDS,Rv3085,3450770,3450990,2021,+
3451768,Primary.TSS,Rv3086,3451618,3451838,2021,+
3452925,CDS,Rv3087,3452775,3452995,2021,+
3454340,CDS,Rv3088,3454190,3454410,2021,+
3455761,CDS,Rv3089,3455611,3455831,2021,+
3458211,CDS,Rv3090,3458061,3458281,2022,+
3459116,Primary.TSS,Rv3091,3458966,3459186,2022,+
3461749,Primary.TSS,Rv3092c,3461679,3461899,2023,-
3462911,Primary.TSS,Rv3093c,3462841,3463061,2023,-
3463917,Primary.TSS,Rv3094c,3463847,3464067,2023,-
3463969,Primary.TSS,Rv3095,3463819,3464039,2024,+
3464547,CDS,Rv3096,3464397,3464617,2025,+
3467091,CDS,Rv3097c,3467021,3467241,2026,-
3468052,Primary.TSS,Rv3098c,3467982,3468202,2027,-
3469264,Primary.TSS,Rv3099c,3469194,3469414,2028,-
3469783,CDS,Rv3100c,3469713,3469933,2028,-
3470679,CDS,Rv3101c,3470609,3470829,2028,-
3471385,Primary.TSS,Rv3102c,3471315,3471535,2028,-
3471850,CDS,Rv3103c,3471780,3472000,2029,-
3473062,Primary.TSS,Rv3104c,3472992,3473212,2029,-
3473904,CDS,Rv3105c,3473834,3474054,2029,-
3473903,Primary.TSS,Rv3106,3473753,3473973,2030,+
3477175,Primary.TSS,Rv3107c,3477105,3477325,2031,-
3477060,CDS,Rv3108,3477025,3477245,2032,+
3477366,Primary.TSS,Rv3109,3477216,3477436,2033,+
3478779,CDS,Rv3110,3478629,3478849,2034,+
3479171,CDS,Rv3111,3479021,3479241,2034,+
3479700,CDS,Rv3112,3479550,3479770,2034,+
3480074,CDS,Rv3113,3479924,3480144,2035,+
3480759,CDS,Rv3114,3480609,3480829,2035,+
3481451,CDS,Rv3115,3482539,3482759,2036,+
3482776,CDS,Rv3116,3482626,3482846,2037,+
3483974,CDS,Rv3117,3483824,3484044,2037,+
3484809,CDS,Rv3118,3484659,3484879,2037,+
3485132,CDS,Rv3119,3484982,3485202,2037,+
3485572,CDS,Rv3120,3485422,3485642,2037,+
3486509,CDS,Rv3121,3486359,3486579,2038,+
3488089,CDS,Rv3122,3487939,3488159,2039,+
3488569,CDS,Rv3123,3488419,3488639,2039,+
3489506,CDS,Rv3124,3490180,3490400,2040,+
3492027,Primary.TSS,Rv3125c,3491957,3492177,2041,-
3492122,CDS,Rv3126c,3492052,3492272,2042,-
3492133,Primary.TSS,Rv3127,3491983,3492203,2043,+
3494181,CDS,Rv3128c,3494111,3494331,2044,-
3494660,CDS,Rv3129,3494510,3494730,2045,+
3496410,Primary.TSS,Rv3130c,3496340,3496560,2046,-
3496512,Primary.TSS,Rv3131,3496362,3496582,2047,+
3499342,Primary.TSS,Rv3132c,3499272,3499492,2048,-
3499933,Primary.TSS,Rv3133c,3499863,3500083,2048,-
3500789,Primary.TSS,Rv3134c,3500719,3500939,2048,-
3501167,Primary.TSS,Rv3135,3501017,3501237,2049,+
3501794,CDS,Rv3136,3502421,3502641,2050,+
3503301,Primary.TSS,Rv3137,3503151,3503371,2051,+
3504195,CDS,Rv3138,3504045,3504265,2051,+
3505330,Primary.TSS,Rv3139,3505180,3505400,2052,+
3506790,CDS,Rv3140,3506640,3506860,2052,+
3508095,Primary.TSS,Rv3141,3507945,3508165,2053,+
3509546,Primary.TSS,Rv3142c,3509476,3509696,2054,-
3509654,CDS,Rv3143,3509504,3509724,2055,+
3511427,Primary.TSS,Rv3144c,3511357,3511577,2056,-
3511682,CDS,Rv3145,3511532,3511752,2057,+
3512077,CDS,Rv3146,3511927,3512147,2057,+
3512628,CDS,Rv3147,3512478,3512698,2057,+
3513338,CDS,Rv3148,3513188,3513408,2057,+
3514657,CDS,Rv3149,3514507,3514727,2057,+
3515412,CDS,Rv3150,3515262,3515482,2057,+
3516524,Primary.TSS,Rv3151,3516374,3516594,2057,+
3519282,CDS,Rv3152,3519132,3519352,2058,+
3520507,CDS,Rv3153,3520357,3520577,2058,+
3521139,CDS,Rv3154,3520989,3521209,2058,+
3521924,CDS,Rv3155,3521774,3521994,2058,+
3522234,CDS,Rv3156,3522084,3522304,2058,+
3524132,CDS,Rv3157,3523982,3524202,2058,+
3525790,CDS,Rv3158,3525640,3525860,2058,+
3529641,Primary.TSS,Rv3159c,3529571,3529791,2059,-
3530334,Primary.TSS,Rv3160c,3530264,3530484,2060,-
3531138,Primary.TSS,Rv3161c,3531068,3531288,2060,-
3531645,CDS,Rv3162c,3531575,3531795,2061,-
3532913,CDS,Rv3163c,3532843,3533063,2061,-
3533905,CDS,Rv3164c,3533835,3534055,2061,-
3534639,Primary.TSS,Rv3165c,3534569,3534789,2061,-
3535414,Primary.TSS,Rv3166c,3535344,3535564,2061,-
3536057,CDS,Rv3167c,3535987,3536207,2062,-
3536064,Primary.TSS,Rv3168,3535914,3536134,2063,+
3537238,CDS,Rv3169,3537088,3537308,2063,+
3538505,CDS,Rv3170,3538355,3538575,2064,+
3540860,Primary.TSS,Rv3171c,3540790,3541010,2065,-
3541364,Primary.TSS,Rv3172c,3541294,3541514,2066,-
3542045,Primary.TSS,Rv3173c,3541975,3542195,2067,-
3542102,Primary.TSS,Rv3174,3541952,3542172,2068,+
3542860,CDS,Rv3175,3542710,3542930,2068,+
3545368,Primary.TSS,Rv3176c,3545298,3545518,2069,-
3545414,Primary.TSS,Rv3177,3545264,3545484,2070,+
3546438,CDS,Rv3178,3546386,3546606,2071,+
3547618,CDS,Rv3179,3547468,3547688,2072,+
3549951,Primary.TSS,Rv3180c,3549881,3550101,2073,-
3550143,CDS,Rv3181c,3550073,3550293,2073,-
3550368,Primary.TSS,Rv3182,3550218,3550438,2074,+
3550715,CDS,Rv3183,3550565,3550785,2074,+
3551281,CDS,Rv3184,3551131,3551351,2075,+
3551604,CDS,Rv3185,3551454,3551674,2075,+
3552523,Primary.TSS,Rv3186,3552373,3552593,2076,+
3553087,CDS,Rv3187,3552937,3553157,2076,+
3554268,Primary.TSS,Rv3188,3554118,3554338,2077,+
3554642,CDS,Rv3189,3554492,3554712,2077,+
3556688,Primary.TSS,Rv3190c,3556618,3556838,2078,-
3558345,CDS,Rv3191c,3558275,3558495,2079,-
3559563,CDS,Rv3192,3559421,3559641,2080,+
3563217,Primary.TSS,Rv3193c,3563147,3563367,2081,-
3564286,Primary.TSS,Rv3194c,3564216,3564436,2082,-
3564305,Primary.TSS,Rv3195,3564155,3564375,2083,+
3565788,CDS,Rv3196,3565638,3565858,2083,+
3567029,Primary.TSS,Rv3196A,3566959,3567179,2084,-
3567024,CDS,Rv3197,3566879,3567099,2085,+
3569032,Primary.TSS,Rv3197A,3568962,3569182,2086,-
3571335,Primary.TSS,Rv3198A,3571185,3571405,2087,+
3571211,Primary.TSS,Rv3198c,3571141,3571361,2088,-
3572543,CDS,Rv3199c,3572473,3572693,2089,-
3573711,Primary.TSS,Rv3200c,3573641,3573861,2090,-
3577036,CDS,Rv3201c,3576966,3577186,2091,-
3580200,CDS,Rv3202c,3580130,3580350,2091,-
3580247,Primary.TSS,Rv3203,3580097,3580317,2092,+
3581055,Primary.TSS,Rv3204,3580905,3581125,2092,+
3582527,Primary.TSS,Rv3205c,3582457,3582677,2093,-
3583710,CDS,Rv3206c,3583640,3583860,2093,-
3584885,Primary.TSS,Rv3207c,3584815,3585035,2094,-
3584937,Primary.TSS,Rv3208,3584787,3585007,2095,+
3585987,Primary.TSS,Rv3208A,3585917,3586137,2096,-
3586097,Primary.TSS,Rv3209,3585947,3586167,2097,+
3587539,Primary.TSS,Rv3210c,3587469,3587689,2098,-
3587609,Primary.TSS,Rv3211,3587459,3587679,2099,+
3589394,CDS,Rv3212,3589244,3589464,2099,+
3591569,Primary.TSS,Rv3213c,3591499,3591719,2100,-
3591646,Primary.TSS,Rv3214,3591496,3591716,2101,+
3592254,CDS,Rv3215,3592104,3592324,2101,+
3593520,CDS,Rv3216,3593370,3593590,2102,+
3594235,CDS,Rv3217c,3594165,3594385,2103,-
3594468,CDS,Rv3218,3594318,3594538,2104,+
3595603,Primary.TSS,Rv3219,3595453,3595673,2105,+
3597534,CDS,Rv3220c,3597464,3597684,2106,-
3598356,CDS,Rv3221A,3598286,3598506,2107,-
3597831,Primary.TSS,Rv3221c,3597761,3597981,2108,-
3598904,CDS,Rv3222c,3598834,3599054,2109,-
3599679,Primary.TSS,Rv3223c,3599609,3599829,2109,-
3599851,Primary.TSS,Rv3224,3599701,3599921,2110,+
3600635,CDS,Rv3224A,3600485,3600705,2110,+
3600801,CDS,Rv3224B,3600651,3600871,2110,+
3602440,CDS,Rv3225c,3602370,3602590,2111,-
3603322,Primary.TSS,Rv3226c,3603252,3603472,2112,-
3603377,CDS,Rv3227,3603227,3603447,2113,+
3604726,CDS,Rv3228,3604576,3604796,2113,+
3607085,Primary.TSS,Rv3229c,3607015,3607235,2114,-
3608289,Primary.TSS,Rv3230c,3608219,3608439,2115,-
3608873,CDS,Rv3231c,3608803,3609023,2116,-
3609969,Primary.TSS,Rv3232c,3609899,3610119,2116,-
3610371,CDS,Rv3233c,3610301,3610521,2116,-
3611189,CDS,Rv3234c,3611119,3611339,2116,-
3611300,CDS,Rv3235,3611162,3611382,2117,+
3613116,CDS,Rv3236c,3613046,3613266,2118,-
3613605,Primary.TSS,Rv3237c,3613535,3613755,2118,-
3614398,Primary.TSS,Rv3238c,3614328,3614548,2119,-
3617603,CDS,Rv3239c,3617533,3617753,2120,-
3620570,Primary.TSS,Rv3240c,3620500,3620720,2121,-
3621466,Primary.TSS,Rv3241c,3621396,3621616,2122,-
3622211,CDS,Rv3242c,3622141,3622361,2123,-
3623091,CDS,Rv3243c,3623021,3623241,2123,-
3624910,CDS,Rv3244c,3624840,3625060,2124,-
3626821,Primary.TSS,Rv3245c,3626751,3626971,2124,-
3627349,CDS,Rv3246c,3627279,3627499,2125,-
3628331,Primary.TSS,Rv3247c,3628261,3628481,2126,-
3629715,Primary.TSS,Rv3248c,3629645,3629865,2127,-
3630510,Primary.TSS,Rv3249c,3630440,3630660,2128,-
3630566,CDS,Rv3250c,3630496,3630716,2128,-
3630738,CDS,Rv3251c,3630668,3630888,2128,-
3632022,Primary.TSS,Rv3252c,3631952,3632172,2128,-
3633584,CDS,Rv3253c,3633514,3633734,2129,-
3633639,Primary.TSS,Rv3254,3633489,3633709,2130,+
3636267,CDS,Rv3255c,3636197,3636417,2131,-
3637315,CDS,Rv3256c,3637245,3637465,2131,-
3638747,Primary.TSS,Rv3257c,3638677,3638897,2131,-
3639302,CDS,Rv3258c,3639232,3639452,2132,-
3639425,CDS,Rv3259,3639275,3639495,2133,+
3640209,Primary.TSS,Rv3260c,3640139,3640359,2134,-
3640543,Primary.TSS,Rv3261,3640393,3640613,2135,+
3641535,CDS,Rv3262,3641385,3641605,2135,+
3643177,CDS,Rv3263,3643027,3643247,2136,+
3645977,CDS,Rv3264c,3645907,3646127,2137,-
3646884,CDS,Rv3265c,3646814,3647034,2137,-
3647809,Primary.TSS,Rv3266c,3647739,3647959,2137,-
3647888,Primary.TSS,Rv3267,3647738,3647958,2138,+
3649420,CDS,Rv3268,3649270,3649490,2138,+
3650188,Primary.TSS,Rv3269,3650038,3650258,2139,+
3650526,CDS,Rv3270,3650376,3650596,2139,+
3653347,Primary.TSS,Rv3271c,3653277,3653497,2140,-
3653416,Primary.TSS,Rv3272,3653266,3653486,2141,+
3654637,CDS,Rv3273,3654487,3654707,2141,+
3658119,Primary.TSS,Rv3274c,3658049,3658269,2142,-
3658744,Primary.TSS,Rv3275c,3658674,3658894,2142,-
3659924,CDS,Rv3276c,3659854,3660074,2142,-
3659878,CDS,Rv3277,3659765,3659985,2143,+
3661169,Primary.TSS,Rv3278c,3661099,3661319,2144,-
3662012,Primary.TSS,Rv3279c,3661942,3662162,2145,-
3662062,Primary.TSS,Rv3280,3661912,3662132,2146,+
3663689,CDS,Rv3281,3663539,3663759,2146,+
3664219,CDS,Rv3282,3664069,3664289,2146,+
3664928,Primary.TSS,Rv3283,3664778,3664998,2147,+
3665498,Primary.TSS,Rv3284,3665348,3665568,2147,+
3666357,CDS,Rv3285,3666207,3666427,2148,+
3668954,CDS,Rv3286c,3668884,3669104,2149,-
3669407,Primary.TSS,Rv3287c,3669337,3669557,2149,-
3669999,CDS,Rv3288c,3669929,3670149,2150,-
3670411,CDS,Rv3289c,3670341,3670561,2150,-
3671794,Primary.TSS,Rv3290c,3671724,3671944,2150,-
3672297,Primary.TSS,Rv3291c,3672227,3672447,2151,-
3672039,Primary.TSS,Rv3292,3671889,3672109,2152,+
3673602,CDS,Rv3293,3673452,3673672,2152,+
3675995,CDS,Rv3294c,3675925,3676145,2153,-
3676066,Primary.TSS,Rv3295,3675916,3676136,2154,+
3676775,CDS,Rv3296,3676625,3676845,2155,+
3681320,CDS,Rv3297,3681170,3681390,2155,+
3683024,Primary.TSS,Rv3298c,3682954,3683174,2156,-
3686013,Primary.TSS,Rv3299c,3685943,3686163,2156,-
3686900,CDS,Rv3300c,3686830,3687050,2156,-
3687630,Primary.TSS,Rv3301c,3687560,3687780,2156,-
3689481,Primary.TSS,Rv3302c,3689411,3689631,2157,-
3690938,Primary.TSS,Rv3303c,3690868,3691088,2157,-
3690856,Primary.TSS,Rv3304,3690706,3690926,2158,+
3692808,CDS,Rv3305c,3692738,3692958,2159,-
3693989,Primary.TSS,Rv3306c,3693919,3694139,2159,-
3694054,CDS,Rv3307,3693904,3694124,2160,+
3694864,CDS,Rv3308,3694714,3694934,2160,+
3697093,CDS,Rv3309c,3697023,3697243,2161,-
3697198,Primary.TSS,Rv3310,3697048,3697268,2162,+
3698121,Primary.TSS,Rv3311,3697971,3698191,2162,+
3701016,Primary.TSS,Rv3312A,3700946,3701166,2163,-
3700336,Primary.TSS,Rv3312c,3700266,3700486,2164,-
3702444,Primary.TSS,Rv3313c,3702374,3702594,2165,-
3703467,CDS,Rv3314c,3703397,3703617,2165,-
3703899,Primary.TSS,Rv3315c,3703829,3704049,2165,-
3703984,Primary.TSS,Rv3316,3703834,3704054,2166,+
3704437,CDS,Rv3317,3704287,3704507,2166,+
3705000,CDS,Rv3318,3704850,3705070,2167,+
3706772,CDS,Rv3319,3706622,3706842,2167,+
3708070,CDS,Rv3320c,3708000,3708220,2168,-
3708316,Primary.TSS,Rv3321c,3708246,3708466,2168,-
3709052,CDS,Rv3322c,3708982,3709202,2169,-
3709714,CDS,Rv3323c,3709644,3709864,2169,-
3710269,CDS,Rv3324c,3710199,3710419,2169,-
3710433,CDS,Rv3325,3710283,3710503,2171,+
3710756,CDS,Rv3326,3710606,3710826,2171,+
3711675,Primary.TSS,Rv3327,3711525,3711745,2172,+
3714332,CDS,Rv3328c,3714262,3714482,2173,-
3714308,Primary.TSS,Rv3329,3714158,3714378,2174,+
3715774,Primary.TSS,Rv3330,3715624,3715844,2175,+
3717090,CDS,Rv3331,3716940,3717160,2176,+
3718595,CDS,Rv3332,3718445,3718665,2176,+
3720782,CDS,Rv3333c,3720712,3720932,2177,-
3721232,Primary.TSS,Rv3334,3721082,3721302,2178,+
3722600,CDS,Rv3335c,3722530,3722750,2179,-
3723634,Primary.TSS,Rv3336c,3723564,3723784,2179,-
3723656,CDS,Rv3337,3723506,3723726,2180,+
3723728,Primary.TSS,Rv3338,3723578,3723798,2180,+
3725851,Primary.TSS,Rv3339c,3725781,3726001,2181,-
3725970,Primary.TSS,Rv3340,3725820,3726040,2182,+
3727488,CDS,Rv3341,3727338,3727558,2182,+
3728624,CDS,Rv3342,3728474,3728694,2182,+
3736935,CDS,Rv3343c,3736865,3737085,2183,-
3738438,CDS,Rv3344c,3738368,3738588,2184,-
3742774,CDS,Rv3345c,3742704,3742924,2184,-
3743598,Primary.TSS,Rv3346c,3743528,3743748,2185,-
3753216,Primary.TSS,Rv3347c,3753146,3753366,2186,-
3753765,CDS,Rv3348,3753615,3753835,2187,+
3755033,CDS,Rv3349c,3754963,3755183,2188,-
3767102,CDS,Rv3350c,3767032,3767252,2189,-
3768140,CDS,Rv3351c,3768070,3768290,2190,-
3768593,CDS,Rv3352c,3768523,3768743,2191,-
3768996,CDS,Rv3353c,3768926,3769146,2192,-
3769111,CDS,Rv3354,3768961,3769181,2193,+
3769807,CDS,Rv3355c,3769737,3769957,2194,-
3770649,Primary.TSS,Rv3356c,3770579,3770799,2194,-
3770773,CDS,Rv3357,3770623,3770843,2195,+
3771045,CDS,Rv3358,3770895,3771115,2195,+
3771344,CDS,Rv3359,3772313,3772533,2196,+
3772650,Primary.TSS,Rv3360,3772500,3772720,2197,+
3773567,CDS,Rv3361c,3773497,3773717,2198,-
3774155,CDS,Rv3362c,3774085,3774305,2198,-
3774504,CDS,Rv3363c,3774434,3774654,2198,-
3775361,Primary.TSS,Rv3364c,3775291,3775511,2198,-
3777632,Primary.TSS,Rv3365c,3777562,3777782,2198,-
3777256,Primary.TSS,Rv3366,3777106,3777326,2199,+
3778521,Primary.TSS,Rv3367,3778371,3778591,2200,+
3780979,Primary.TSS,Rv3368c,3780909,3781129,2201,-
3780978,CDS,Rv3369,3780829,3781049,2202,+
3784776,CDS,Rv3370c,3784706,3784926,2203,-
3784932,CDS,Rv3371,3785961,3786181,2204,+
3786314,Primary.TSS,Rv3372,3786164,3786384,2205,+
3787726,CDS,Rv3373,3787576,3787796,2206,+
3788368,CDS,Rv3374,3788218,3788438,2206,+
3788621,CDS,Rv3375,3788471,3788691,2206,+
3790125,Primary.TSS,Rv3376,3789975,3790195,2207,+
3792353,CDS,Rv3377c,3792283,3792503,2208,-
3793248,CDS,Rv3378c,3793178,3793398,2208,-
3795119,Primary.TSS,Rv3379c,3795049,3795269,2208,-
3795984,CDS,Rv3380c,3795914,3796134,2209,-
3796361,CDS,Rv3381c,3796291,3796511,2210,-
3797915,Primary.TSS,Rv3382c,3797845,3798065,2211,-
3798489,CDS,Rv3383c,3798419,3798639,2211,-
3799911,Primary.TSS,Rv3384c,3799841,3800061,2212,-
3800093,Primary.TSS,Rv3385c,3800023,3800243,2212,-
3799988,Primary.TSS,Rv3386,3799838,3800058,2213,+
3800786,CDS,Rv3387,3800636,3800856,2213,+
3801653,CDS,Rv3388,3801503,3801723,2214,+
3804809,Primary.TSS,Rv3389c,3804739,3804959,2215,-
3804865,Primary.TSS,Rv3390,3804715,3804935,2216,+
3805621,Primary.TSS,Rv3391,3805471,3805691,2217,+
3808437,Primary.TSS,Rv3392c,3808367,3808587,2218,-
3808461,Primary.TSS,Rv3393,3808311,3808531,2219,+
3811025,CDS,Rv3394c,3810955,3811175,2220,-
3811719,CDS,Rv3395A,3811569,3811789,2221,+
3811636,CDS,Rv3395c,3811566,3811786,2222,-
3814079,Primary.TSS,Rv3396c,3814009,3814229,2223,-
3814998,CDS,Rv3397c,3814928,3815148,2223,-
3816106,CDS,Rv3398c,3816036,3816256,2223,-
3816129,CDS,Rv3399,3815979,3816199,2224,+
3817220,Primary.TSS,Rv3400,3817070,3817290,2225,+
3818042,CDS,Rv3401,3817892,3818112,2225,+
3822007,Primary.TSS,Rv3402c,3821937,3822157,2226,-
3823863,CDS,Rv3403c,3823793,3824013,2227,-
3824634,Primary.TSS,Rv3404c,3824564,3824784,2227,-
3825268,CDS,Rv3405c,3825198,3825418,2228,-
3825330,CDS,Rv3406,3825180,3825400,2229,+
3826252,CDS,Rv3407,3826102,3826322,2229,+
3826273,Primary.TSS,Rv3408,3826123,3826343,2229,+
3828760,Primary.TSS,Rv3409c,3828690,3828910,2230,-
3829910,CDS,Rv3410c,3829840,3830060,2231,-
3831555,Primary.TSS,Rv3411c,3831485,3831705,2231,-
3831726,Primary.TSS,Rv3412,3831576,3831796,2232,+
3833045,CDS,Rv3413c,3832975,3833195,2233,-
3833676,CDS,Rv3414c,3833606,3833826,2233,-
3834521,CDS,Rv3415c,3834451,3834671,2233,-
3834791,Primary.TSS,Rv3416,3834641,3834861,2234,+
3836891,CDS,Rv3417c,3836821,3837041,2235,-
3837458,Primary.TSS,Rv3418c,3837388,3837608,2236,-
3838864,Primary.TSS,Rv3419c,3838794,3839014,2237,-
3839062,CDS,Rv3420c,3838992,3839212,2237,-
3839694,CDS,Rv3421c,3839624,3839844,2237,-
3840197,CDS,Rv3422c,3840127,3840347,2237,-
3841843,Primary.TSS,Rv3423c,3841773,3841993,2237,-
3842076,CDS,Rv3424c,3842006,3842226,2238,-
3842239,CDS,Rv3425,3842089,3842309,2239,+
3843036,CDS,Rv3426,3842886,3843106,2240,+
3844640,CDS,Rv3427c,3844570,3844790,2241,-
3845970,CDS,Rv3428c,3845900,3846120,2242,-
3847165,CDS,Rv3429,3847483,3847703,2243,+
3848805,CDS,Rv3430c,3848735,3848955,2244,-
3850139,CDS,Rv3431c,3850069,3850289,2245,-
3851754,CDS,Rv3432c,3851684,3851904,2246,-
3853213,CDS,Rv3433c,3853143,3853363,2246,-
3853928,CDS,Rv3434c,3853858,3854078,2246,-
3854823,Primary.TSS,Rv3435c,3854753,3854973,2246,-
3856889,CDS,Rv3436c,3856819,3857039,2247,-
3856911,CDS,Rv3437,3856761,3856981,2248,+
3857397,Primary.TSS,Rv3438,3857247,3857467,2248,+
3859662,CDS,Rv3439c,3859592,3859812,2249,-
3859976,CDS,Rv3440c,3859906,3860126,2249,-
3861370,Primary.TSS,Rv3441c,3861300,3861520,2250,-
